,timestamp,mac,boardtype,boardid,temp_max,temp_min,temp_avg,light_max,light_min,light_avg,humidity_min,humidity_max,humidity_avg,model,latitude,longitude,elevation,location,rowid,Position,cluster_label
3594,12/20/2014 09:00:00 AM,0013a20040b5b318,1,502,17.1,17.1,17.1,79.5,79.5,79.5,53.0,53.0,53.0,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220090000,,1
3595,12/20/2014 09:00:00 AM,0013a20040b516ed,1,505,18.7,18.7,18.7,64.7,64.7,64.7,54.1,54.1,54.1,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220090000,,1
3596,12/20/2014 09:00:00 AM,0013a20040b516f6,1,507,17.4,17.4,17.4,78.7,78.7,78.7,52.9,52.9,52.9,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220090000,,1
3600,12/20/2014 09:05:00 AM,0013a20040b315ec,1,501,17.1,17.1,17.1,84.5,84.5,84.5,51.1,51.1,51.1,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220090500,,1
3601,12/20/2014 09:10:00 AM,0013a20040b4b755,1,508,17.4,17.4,17.4,71.7,71.7,71.7,47.3,47.3,47.3,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220091000,,1
3602,12/20/2014 09:10:00 AM,0013a20040b5b318,1,502,16.8,16.8,16.8,76.1,76.1,76.1,53.2,53.2,53.2,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220091000,,1
3603,12/20/2014 09:10:00 AM,0013a20040b516ed,1,505,18.4,18.4,18.4,60.1,60.1,60.1,54.4,54.4,54.4,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220091000,,1
3604,12/20/2014 09:15:00 AM,0013a20040b516f6,1,507,17.1,17.1,17.1,75.4,75.4,75.4,53.2,53.2,53.2,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220091500,,1
3608,12/20/2014 09:15:00 AM,0013a20040b315ec,1,501,16.8,16.8,16.8,80.3,80.3,80.3,51.0,51.0,51.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220091500,,1
3609,12/20/2014 09:20:00 AM,0013a20040b4b755,1,508,17.4,17.4,17.4,65.9,65.9,65.9,47.8,47.8,47.8,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220092000,,1
3610,12/20/2014 09:20:00 AM,0013a20040b5b318,1,502,16.8,16.8,16.8,71.0,71.0,71.0,54.1,54.1,54.1,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220092000,,1
3611,12/20/2014 09:20:00 AM,0013a20040b516ed,1,505,18.4,18.4,18.4,53.1,53.1,53.1,54.8,54.8,54.8,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220092000,,1
3612,12/20/2014 09:25:00 AM,0013a20040b516f6,1,507,17.1,17.1,17.1,69.0,69.0,69.0,53.7,53.7,53.7,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220092500,,1
3616,12/20/2014 09:25:00 AM,0013a20040b315ec,1,501,16.8,16.8,16.8,73.7,73.7,73.7,52.4,52.4,52.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220092500,,1
3617,12/20/2014 09:30:00 AM,0013a20040b4b755,1,508,17.4,17.4,17.4,56.6,56.6,56.6,48.1,48.1,48.1,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220093000,,1
3618,12/20/2014 09:30:00 AM,0013a20040b5b318,1,502,16.5,16.5,16.5,62.5,62.5,62.5,54.4,54.4,54.4,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220093000,,1
3619,12/20/2014 09:30:00 AM,0013a20040b516ed,1,505,18.4,18.4,18.4,41.6,41.6,41.6,55.9,55.9,55.9,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220093000,,1
3620,12/20/2014 09:35:00 AM,0013a20040b516f6,1,507,17.1,17.1,17.1,57.9,57.9,57.9,54.1,54.1,54.1,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220093500,,1
3624,12/20/2014 09:35:00 AM,0013a20040b315ec,1,501,16.5,16.5,16.5,61.0,61.0,61.0,53.2,53.2,53.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220093500,,1
3625,12/20/2014 09:40:00 AM,0013a20040b4b755,1,508,17.4,17.4,17.4,41.9,41.9,41.9,48.8,48.8,48.8,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220094000,,1
3626,12/20/2014 09:40:00 AM,0013a20040b516ed,1,505,18.1,18.1,18.1,25.8,25.8,25.8,56.0,56.0,56.0,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220094000,,1
3627,12/20/2014 09:45:00 AM,0013a20040b516f6,1,507,16.8,16.8,16.8,40.0,40.0,40.0,54.3,54.3,54.3,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220094500,,1
3632,12/20/2014 09:45:00 AM,0013a20040b315ec,1,501,16.5,16.5,16.5,41.3,41.3,41.3,53.0,53.0,53.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220094500,,1
3633,12/20/2014 09:50:00 AM,0013a20040b4b755,1,508,17.1,17.1,17.1,23.8,23.8,23.8,48.3,48.3,48.3,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220095000,,1
3634,12/20/2014 09:50:00 AM,0013a20040b516ed,1,505,18.1,18.1,18.1,10.1,10.1,10.1,55.4,55.4,55.4,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220095000,,1
3635,12/20/2014 09:55:00 AM,0013a20040b516f6,1,507,17.1,17.1,17.1,18.6,18.6,18.6,53.2,53.2,53.2,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220095500,,1
3638,12/20/2014 09:55:00 AM,0013a20040b315ec,1,501,16.5,16.5,16.5,16.8,16.8,16.8,51.4,51.4,51.4,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220095500,,1
3639,12/20/2014 10:00:00 AM,0013a20040b4b755,1,508,17.4,17.4,17.4,8.0,8.0,8.0,46.1,46.1,46.1,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220100000,,1
3640,12/20/2014 10:00:00 AM,0013a20040b5b318,1,502,16.5,16.5,16.5,10.0,10.0,10.0,53.2,53.2,53.2,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220100000,,1
3641,12/20/2014 10:00:00 AM,0013a20040b516ed,1,505,18.1,18.1,18.1,4.7,4.7,4.7,54.0,54.0,54.0,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220100000,,1
3642,12/20/2014 10:05:00 AM,0013a20040b516f6,1,507,14.8,14.8,14.8,6.7,6.7,6.7,60.1,60.1,60.1,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220100500,,1
3646,12/20/2014 10:05:00 AM,0013a20040b315ec,1,501,16.5,16.5,16.5,3.6,3.6,3.6,50.2,50.2,50.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220100500,,1
3647,12/20/2014 10:10:00 AM,0013a20040b4b755,1,508,17.1,17.1,17.1,2.8,2.8,2.8,46.6,46.6,46.6,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220101000,,1
3648,12/20/2014 10:10:00 AM,0013a20040b5b318,1,502,16.5,16.5,16.5,4.4,4.4,4.4,52.1,52.1,52.1,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220101000,,1
3649,12/20/2014 10:15:00 AM,0013a20040b516ed,1,505,18.1,18.1,18.1,3.4,3.4,3.4,53.5,53.5,53.5,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220101500,,1
3650,12/20/2014 10:15:00 AM,0013a20040b516f6,1,507,14.5,14.5,14.5,4.4,4.4,4.4,60.6,60.6,60.6,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220101500,,1
3654,12/20/2014 10:20:00 AM,0013a20040b315ec,1,501,16.5,16.5,16.5,1.5,1.5,1.5,50.0,50.0,50.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220102000,,1
3655,12/20/2014 10:20:00 AM,0013a20040b4b755,1,508,17.1,17.1,17.1,2.1,2.1,2.1,45.8,45.8,45.8,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220102000,,1
3656,12/20/2014 10:20:00 AM,0013a20040b5b318,1,502,16.5,16.5,16.5,3.6,3.6,3.6,51.8,51.8,51.8,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220102000,,1
3657,12/20/2014 10:25:00 AM,0013a20040b516ed,1,505,18.1,18.1,18.1,3.2,3.2,3.2,53.0,53.0,53.0,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220102500,,1
3658,12/20/2014 10:25:00 AM,0013a20040b516f6,1,507,15.2,15.2,15.2,4.1,4.1,4.1,57.8,57.8,57.8,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220102500,,1
3662,12/20/2014 10:30:00 AM,0013a20040b315ec,1,501,16.1,16.1,16.1,1.1,1.1,1.1,50.2,50.2,50.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220103000,,1
3663,12/20/2014 10:30:00 AM,0013a20040b4b755,1,508,17.1,17.1,17.1,2.0,2.0,2.0,45.6,45.6,45.6,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220103000,,1
3664,12/20/2014 10:30:00 AM,0013a20040b5b318,1,502,16.1,16.1,16.1,3.4,3.4,3.4,52.2,52.2,52.2,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220103000,,1
3665,12/20/2014 10:35:00 AM,0013a20040b516ed,1,505,17.7,17.7,17.7,3.2,3.2,3.2,53.0,53.0,53.0,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220103500,,1
3666,12/20/2014 10:35:00 AM,0013a20040b516f6,1,507,15.5,15.5,15.5,3.9,3.9,3.9,56.8,56.8,56.8,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220103500,,1
3669,12/20/2014 10:40:00 AM,0013a20040b315ec,1,501,16.1,16.1,16.1,1.1,1.1,1.1,50.3,50.3,50.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220104000,,1
3670,12/20/2014 10:40:00 AM,0013a20040b4b755,1,508,16.8,16.8,16.8,2.0,2.0,2.0,46.1,46.1,46.1,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220104000,,1
3671,12/20/2014 10:40:00 AM,0013a20040b5b318,1,502,16.1,16.1,16.1,3.5,3.5,3.5,51.6,51.6,51.6,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220104000,,1
3672,12/20/2014 10:45:00 AM,0013a20040b516ed,1,505,17.7,17.7,17.7,3.2,3.2,3.2,53.8,53.8,53.8,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220104500,,1
3673,12/20/2014 10:45:00 AM,0013a20040b516f6,1,507,15.8,15.8,15.8,4.0,4.0,4.0,55.9,55.9,55.9,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220104500,,1
3675,12/20/2014 10:50:00 AM,0013a20040b315ec,1,501,15.5,15.5,15.5,0.8,0.8,0.8,51.3,51.3,51.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220105000,,1
3676,12/20/2014 10:50:00 AM,0013a20040b4b755,1,508,16.5,16.5,16.5,1.9,1.9,1.9,46.2,46.2,46.2,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220105000,,1
3677,12/20/2014 10:50:00 AM,0013a20040b5b318,1,502,16.1,16.1,16.1,3.4,3.4,3.4,51.6,51.6,51.6,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220105000,,1
3678,12/20/2014 10:55:00 AM,0013a20040b516ed,1,505,17.4,17.4,17.4,3.1,3.1,3.1,53.5,53.5,53.5,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220105500,,1
3679,12/20/2014 10:55:00 AM,0013a20040b516f6,1,507,15.8,15.8,15.8,4.1,4.1,4.1,55.9,55.9,55.9,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220105500,,1
3682,12/20/2014 11:00:00 AM,0013a20040b315ec,1,501,15.5,15.5,15.5,0.9,0.9,0.9,51.3,51.3,51.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220110000,,1
3683,12/20/2014 11:00:00 AM,0013a20040b4b755,1,508,16.5,16.5,16.5,2.0,2.0,2.0,46.2,46.2,46.2,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220110000,,1
3684,12/20/2014 11:00:00 AM,0013a20040b5b318,1,502,15.8,15.8,15.8,3.4,3.4,3.4,51.3,51.3,51.3,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220110000,,1
3685,12/20/2014 11:05:00 AM,0013a20040b516ed,1,505,17.4,17.4,17.4,3.1,3.1,3.1,53.2,53.2,53.2,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220110500,,1
3686,12/20/2014 11:05:00 AM,0013a20040b516f6,1,507,15.8,15.8,15.8,4.2,4.2,4.2,54.3,54.3,54.3,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220110500,,1
3690,12/20/2014 11:10:00 AM,0013a20040b315ec,1,501,15.5,15.5,15.5,1.0,1.0,1.0,50.0,50.0,50.0,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220111000,,1
3691,12/20/2014 11:10:00 AM,0013a20040b4b755,1,508,16.5,16.5,16.5,1.9,1.9,1.9,46.1,46.1,46.1,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220111000,,1
3692,12/20/2014 11:15:00 AM,0013a20040b5b318,1,502,15.8,15.8,15.8,3.4,3.4,3.4,51.0,51.0,51.0,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220111500,,1
3693,12/20/2014 11:15:00 AM,0013a20040b516ed,1,505,17.4,17.4,17.4,3.1,3.1,3.1,52.6,52.6,52.6,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220111500,,1
3694,12/20/2014 11:15:00 AM,0013a20040b516f6,1,507,15.8,15.8,15.8,4.2,4.2,4.2,53.8,53.8,53.8,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220111500,,1
3697,12/20/2014 11:20:00 AM,0013a20040b315ec,1,501,15.2,15.2,15.2,1.0,1.0,1.0,51.9,51.9,51.9,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220112000,,1
3698,12/20/2014 11:20:00 AM,0013a20040b4b755,1,508,16.1,16.1,16.1,2.0,2.0,2.0,46.4,46.4,46.4,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220112000,,1
3699,12/20/2014 11:25:00 AM,0013a20040b5b318,1,502,15.5,15.5,15.5,3.5,3.5,3.5,52.7,52.7,52.7,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220112500,,1
3700,12/20/2014 11:25:00 AM,0013a20040b516ed,1,505,17.1,17.1,17.1,3.2,3.2,3.2,52.6,52.6,52.6,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220112500,,1
3701,12/20/2014 11:25:00 AM,0013a20040b516f6,1,507,15.8,15.8,15.8,3.1,3.1,3.1,54.6,54.6,54.6,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220112500,,1
3705,12/20/2014 11:30:00 AM,0013a20040b315ec,1,501,14.5,14.5,14.5,1.0,1.0,1.0,54.6,54.6,54.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220113000,,1
3706,12/20/2014 11:30:00 AM,0013a20040b4b755,1,508,16.5,16.5,16.5,2.0,2.0,2.0,47.2,47.2,47.2,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220113000,,1
3707,12/20/2014 11:35:00 AM,0013a20040b5b318,1,502,15.5,15.5,15.5,3.5,3.5,3.5,52.9,52.9,52.9,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220113500,,1
3708,12/20/2014 11:35:00 AM,0013a20040b516ed,1,505,17.1,17.1,17.1,3.2,3.2,3.2,55.4,55.4,55.4,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220113500,,1
3709,12/20/2014 11:35:00 AM,0013a20040b516f6,1,507,15.5,15.5,15.5,3.7,3.7,3.7,55.1,55.1,55.1,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220113500,,1
3712,12/20/2014 11:40:00 AM,0013a20040b315ec,1,501,14.5,14.5,14.5,1.1,1.1,1.1,54.3,54.3,54.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220114000,,1
3713,12/20/2014 11:45:00 AM,0013a20040b4b755,1,508,16.1,16.1,16.1,2.0,2.0,2.0,47.3,47.3,47.3,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220114500,,1
3714,12/20/2014 11:45:00 AM,0013a20040b5b318,1,502,15.2,15.2,15.2,3.5,3.5,3.5,53.7,53.7,53.7,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220114500,,1
3715,12/20/2014 11:45:00 AM,0013a20040b516ed,1,505,16.8,16.8,16.8,3.2,3.2,3.2,55.7,55.7,55.7,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220114500,,1
3716,12/20/2014 11:45:00 AM,0013a20040b516f6,1,507,15.5,15.5,15.5,4.2,4.2,4.2,55.2,55.2,55.2,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220114500,,1
3719,12/20/2014 11:50:00 AM,0013a20040b315ec,1,501,14.8,14.8,14.8,1.1,1.1,1.1,53.2,53.2,53.2,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220115000,,1
3720,12/20/2014 11:55:00 AM,0013a20040b4b755,1,508,15.8,15.8,15.8,2.0,2.0,2.0,48.6,48.6,48.6,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220115500,,1
3721,12/20/2014 11:55:00 AM,0013a20040b5b318,1,502,15.2,15.2,15.2,3.5,3.5,3.5,53.8,53.8,53.8,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220115500,,1
3722,12/20/2014 11:55:00 AM,0013a20040b516ed,1,505,16.8,16.8,16.8,3.2,3.2,3.2,55.7,55.7,55.7,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220115500,,1
3723,12/20/2014 11:55:00 AM,0013a20040b516f6,1,507,15.5,15.5,15.5,1.0,1.0,1.0,55.4,55.4,55.4,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220115500,,1
3726,12/20/2014 12:00:00 PM,0013a20040b315ec,1,501,14.5,14.5,14.5,1.1,1.1,1.1,54.3,54.3,54.3,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220120000,,1
3727,12/20/2014 12:05:00 PM,0013a20040b4b755,1,508,15.5,15.5,15.5,2.0,2.0,2.0,49.2,49.2,49.2,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220120500,,1
3728,12/20/2014 12:05:00 PM,0013a20040b5b318,1,502,15.2,15.2,15.2,3.4,3.4,3.4,54.6,54.6,54.6,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220120500,,1
3729,12/20/2014 12:05:00 PM,0013a20040b516ed,1,505,16.8,16.8,16.8,3.2,3.2,3.2,56.2,56.2,56.2,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220120500,,1
3730,12/20/2014 12:05:00 PM,0013a20040b516f6,1,507,15.2,15.2,15.2,0.9,0.9,0.9,55.7,55.7,55.7,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220120500,,1
3734,12/20/2014 12:10:00 PM,0013a20040b315ec,1,501,14.2,14.2,14.2,1.1,1.1,1.1,55.7,55.7,55.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220121000,,1
3735,12/20/2014 12:15:00 PM,0013a20040b4b755,1,508,15.2,15.2,15.2,2.0,2.0,2.0,49.9,49.9,49.9,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220121500,,1
3736,12/20/2014 12:15:00 PM,0013a20040b5b318,1,502,14.8,14.8,14.8,3.5,3.5,3.5,55.4,55.4,55.4,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220121500,,1
3737,12/20/2014 12:15:00 PM,0013a20040b516ed,1,505,16.5,16.5,16.5,3.2,3.2,3.2,56.7,56.7,56.7,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220121500,,1
3738,12/20/2014 12:15:00 PM,0013a20040b516f6,1,507,14.5,14.5,14.5,0.9,0.9,0.9,58.5,58.5,58.5,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220121500,,1
3742,12/20/2014 12:20:00 PM,0013a20040b315ec,1,501,14.2,14.2,14.2,1.1,1.1,1.1,56.7,56.7,56.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220122000,,1
3743,12/20/2014 12:25:00 PM,0013a20040b4b755,1,508,15.2,15.2,15.2,2.0,2.0,2.0,50.5,50.5,50.5,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220122500,,1
3744,12/20/2014 12:25:00 PM,0013a20040b5b318,1,502,14.2,14.2,14.2,3.5,3.5,3.5,57.9,57.9,57.9,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220122500,,1
3745,12/20/2014 12:25:00 PM,0013a20040b516ed,1,505,16.1,16.1,16.1,3.3,3.3,3.3,58.1,58.1,58.1,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220122500,,1
3746,12/20/2014 12:30:00 PM,0013a20040b516f6,1,507,14.8,14.8,14.8,0.9,0.9,0.9,57.6,57.6,57.6,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220123000,,1
3749,12/20/2014 12:30:00 PM,0013a20040b315ec,1,501,13.9,13.9,13.9,1.1,1.1,1.1,57.6,57.6,57.6,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220123000,,1
3750,12/20/2014 12:35:00 PM,0013a20040b4b755,1,508,14.8,14.8,14.8,2.0,2.0,2.0,51.3,51.3,51.3,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220123500,,1
3751,12/20/2014 12:35:00 PM,0013a20040b5b318,1,502,14.2,14.2,14.2,3.5,3.5,3.5,58.7,58.7,58.7,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220123500,,1
3752,12/20/2014 12:35:00 PM,0013a20040b516ed,1,505,15.8,15.8,15.8,3.3,3.3,3.3,59.2,59.2,59.2,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220123500,,1
3753,12/20/2014 12:40:00 PM,0013a20040b516f6,1,507,14.2,14.2,14.2,0.9,0.9,0.9,59.0,59.0,59.0,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220124000,,1
3756,12/20/2014 12:40:00 PM,0013a20040b315ec,1,501,13.5,13.5,13.5,1.1,1.1,1.1,63.7,63.7,63.7,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220124000,,1
3757,12/20/2014 12:45:00 PM,0013a20040b4b755,1,508,14.5,14.5,14.5,2.1,2.1,2.1,52.7,52.7,52.7,ENV,-37.8134078,144.97949230000003,30.1,Fitzroy Gardens,508-20141220124500,,1
3758,12/20/2014 12:45:00 PM,0013a20040b5b318,1,502,13.9,13.9,13.9,3.5,3.5,3.5,58.5,58.5,58.5,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220124500,,1
3759,12/20/2014 12:45:00 PM,0013a20040b516ed,1,505,15.2,15.2,15.2,3.4,3.4,3.4,60.1,60.1,60.1,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220124500,,1
3760,12/20/2014 12:50:00 PM,0013a20040b516f6,1,507,13.9,13.9,13.9,0.9,0.9,0.9,59.2,59.2,59.2,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220125000,,1
3763,12/20/2014 12:50:00 PM,0013a20040b315ec,1,501,12.9,12.9,12.9,1.1,1.1,1.1,65.8,65.8,65.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220125000,,1
3764,12/20/2014 12:55:00 PM,0013a20040b5b318,1,502,13.5,13.5,13.5,3.5,3.5,3.5,60.1,60.1,60.1,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220125500,,1
3765,12/20/2014 12:55:00 PM,0013a20040b516ed,1,505,15.2,15.2,15.2,3.4,3.4,3.4,60.8,60.8,60.8,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220125500,,1
3766,12/20/2014 01:00:00 PM,0013a20040b516f6,1,507,13.9,13.9,13.9,0.9,0.9,0.9,60.3,60.3,60.3,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220130000,,1
3770,12/20/2014 01:00:00 PM,0013a20040b315ec,1,501,12.9,12.9,12.9,1.0,1.0,1.0,65.8,65.8,65.8,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220130000,,1
3771,12/20/2014 01:05:00 PM,0013a20040b5b318,1,502,13.2,13.2,13.2,3.5,3.5,3.5,61.7,61.7,61.7,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220130500,,1
3772,12/20/2014 01:05:00 PM,0013a20040b516ed,1,505,14.8,14.8,14.8,3.3,3.3,3.3,61.7,61.7,61.7,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220130500,,1
3773,12/20/2014 01:10:00 PM,0013a20040b516f6,1,507,13.5,13.5,13.5,0.9,0.9,0.9,60.4,60.4,60.4,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220131000,,1
3775,12/20/2014 01:10:00 PM,0013a20040b315ec,1,501,12.6,12.6,12.6,1.1,1.1,1.1,66.9,66.9,66.9,ENV,-37.8148084,144.980999,29.96,Fitzroy Gardens,501-20141220131000,,1
3776,12/20/2014 01:15:00 PM,0013a20040b5b318,1,502,12.9,12.9,12.9,3.5,3.5,3.5,63.3,63.3,63.3,ENV,-37.8146097,144.97901769999999,22.57,Fitzroy Gardens,502-20141220131500,,1
3777,12/20/2014 01:20:00 PM,0013a20040b516ed,1,505,14.5,14.5,14.5,3.4,3.4,3.4,61.9,61.9,61.9,ENV,-37.813072999999996,144.9804061,29.91,Fitzroy Gardens,505-20141220132000,,1
3778,12/20/2014 01:20:00 PM,0013a20040b516f6,1,507,13.5,13.5,13.5,0.9,0.9,0.9,61.1,61.1,61.1,ENV,-37.8149218,144.9822582,38.79,Fitzroy Gardens,507-20141220132000,,1
